#timestep time dt l2_h l2_h_v1 l2_h_v2 l2_h_v3 l2_b linf_h linf_h_v1 linf_h_v2 linf_h_v3 linf_b l2_H l2_v1 l2_v2 l2_v3 l2_b linf_H linf_v1 linf_v2 linf_v3 linf_b dsdu_ut waterheight e_total 
3000 43402.65497923718 14.475514314701753 0.0015645870710719837 0.03782423874054656 0.0356748744827518 1.0 0.0 0.010743882972802887 0.16630193325986817 0.2099430288850841 1.0 0.0 0.0015601166364402862 0.03970333979638231 0.04134008474274139 1.0 0.0 0.010743882972802887 0.16915968685558597 0.29051979012979956 1.0 0.0 -1.019408560620113e-13 5619.92785576859 1.5690751204017916e8
3050 44126.44536575874 14.475687504627004 0.001580312462560349 0.03834380760312533 0.03612648680744016 1.0 0.0 0.01091941830127649 0.1684887507681009 0.2118444428502604 1.0 0.0 0.0015757972191592989 0.040215159130980775 0.04187943160842249 1.0 0.0 0.01091941830127649 0.17170325590684343 0.29355433902468414 1.0 0.0 -8.454229649373533e-14 5619.927855768586 1.5690751204017916e8
3100 44850.2246361999 14.475549833685761 0.001595773252595126 0.038867093774877653 0.036576684701057904 1.0 0.0 0.011070734748423829 0.17018912471163275 0.21455543378995426 1.0 0.0 0.0015912139538129782 0.040730810594729744 0.04241733176711775 1.0 0.0 0.011070734748423829 0.1728504932688107 0.2967382404142738 1.0 0.0 -6.689868679069491e-14 5619.927855768593 1.5690751204017925e8
3150 45574.00536528609 14.475913250705402 0.0016109926894735385 0.03939361964428704 0.037025414941535 1.0 0.0 0.011347250595744499 0.1724096302052426 0.21646124380747925 1.0 0.0 0.0016063900214109347 0.041249852826876564 0.04295365999135651 1.0 0.0 0.011347250595744499 0.17567767484399907 0.3003016417384977 1.0 0.0 -4.766225121168557e-14 5619.92785576858 1.5690751204017964e8
3200 46297.830022154645 14.477020740044182 0.0016259943385986536 0.03992309323771092 0.037472671235477976 1.0 0.0 0.01155800699801121 0.17453518595492137 0.21915477634506522 1.0 0.0 0.0016213489186361102 0.04177220424651461 0.04348833772863306 1.0 0.0 0.01155800699801121 0.17762867135583182 0.3033084845294987 1.0 0.0 -7.32087277608795e-14 5619.927855768576 1.569075120401789e8
3250 47021.67132273259 14.475873210925958 0.0016407930361883084 0.04045550724946575 0.037918438298531996 1.0 0.0 0.011734537844723442 0.17635646470729643 0.2215244535672883 1.0 0.0 0.001636105439733619 0.04229774118545327 0.044021244907924334 1.0 0.0 0.011734537844723442 0.179477874423796 0.3062263606687316 1.0 0.0 -1.1106897358198706e-13 5619.927855768589 1.5690751204017922e8
3300 47745.46700926224 14.475766851034164 0.0016554149336979061 0.040990923899233166 0.03836266214598317 1.0 0.0 0.011896653455919483 0.1781696336956582 0.22347223771563285 1.0 0.0 0.0016506856607113503 0.042826525778872394 0.0445522231091307 1.0 0.0 0.011896653455919483 0.18131543964896238 0.30884128822354623 1.0 0.0 -3.0018641508645155e-14 5619.927855768576 1.5690751204017892e8
3350 48469.23775768103 14.47522863758203 0.0016698880989820626 0.04152917168030559 0.038805325050337125 1.0 0.0 0.01210755966140209 0.18024026650690483 0.22580186038719166 1.0 0.0 0.001665117568717396 0.04335847100006773 0.045081163321154395 1.0 0.0 0.01210755966140209 0.18340652274862237 0.31191834673182967 1.0 0.0 -1.410876150906322e-13 5619.927855768587 1.5690751204017934e8
3400 49192.97538038936 14.47437116946002 0.0016842290339386394 0.042069970887607146 0.03924643530480521 1.0 0.0 0.01234196717368039 0.1823379993297564 0.22822677456170504 1.0 0.0 0.001679417618371507 0.043893388123621646 0.04560796655192442 1.0 0.0 0.01234196717368039 0.1857855670064708 0.3144573892111368 1.0 0.0 -1.1584745120989384e-13 5619.9278557685775 1.569075120401793e8
3450 49916.67074834896 14.474030771761745 0.0016984559022514827 0.04261325585976319 0.039685949666384224 1.0 0.0 0.012506826955149201 0.18402288489110677 0.23042116307099764 1.0 0.0 0.001693603920608661 0.04443136948012372 0.04613249894349715 1.0 0.0 0.012506826955149201 0.1871589590456368 0.31790803787924676 1.0 0.0 -9.152622533452215e-14 5619.9278557685775 1.56907512040179e8
