#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 dsdu_ut entropy mass h_squared 
4200 330064.6911976325 76.17319565328991 32.1169759783709 0.06889926151929585 0.08586449890147807 224.39218791069652 0.36352292194280633 0.6515889413572391 -7.65586324731744e-6 1.5690750956894454e8 5619.9279796692945 3.1679088131759256e7
4250 333880.78780952905 76.41544192288933 30.589783432361536 0.06966424073819757 0.08688597115231778 197.14487988908058 0.3591785386763118 0.6669191351906979 -7.433977245071328e-6 1.5690750954041466e8 5619.927979669262 3.1679142355694275e7
4300 337695.8476064218 76.10512074751023 30.01607914342672 0.07153837192167029 0.08664318837573434 204.97334787533146 0.3652095137283673 0.6760793217536099 -7.598176066191754e-6 1.569075095112762e8 5619.927979669274 3.167930260562871e7
4350 341492.27216897375 75.84577907393326 31.18592446128698 0.07291989575415654 0.08588646544505872 218.5324251670081 0.35898652998174657 0.6602131164542154 -7.698687856905261e-6 1.5690750948236778e8 5619.927979669353 3.167943575490647e7
4400 345289.8099318582 76.09089551165766 33.02886952639841 0.07234393826506146 0.08663556960163385 219.9623551047789 0.35652209402718055 0.6542745806952571 -7.746115028985404e-6 1.5690750945298398e8 5619.927979669302 3.1679478594256453e7
4450 349098.98193167045 76.23265841206987 33.00544014941018 0.07139269971760781 0.08855193256264848 229.11732810881313 0.3558665069211333 0.6578798696475424 -7.617159958468291e-6 1.5690750942424968e8 5619.927979669362 3.16793563144219e7
4500 352908.75700437697 76.14026754197288 32.17839356150147 0.07191946105616773 0.08943359527971317 222.31196043977798 0.36203509378009374 0.6612244375749924 -7.5229191397769025e-6 1.5690750939515588e8 5619.927979669361 3.1679250850957327e7
4550 356713.2219938968 76.05443660424902 32.07662837015755 0.0735993623294323 0.08910792400656341 210.35251369943035 0.3668625362119657 0.660634124364134 -7.779896385279188e-6 1.5690750936579758e8 5619.927979669313 3.1679287993913826e7
4600 360516.6897191504 76.10816156402686 33.00688686786194 0.07477993484905232 0.08878376901593792 214.8648130524807 0.3502043504637837 0.66319132913207 -7.4354351637532534e-6 1.5690750933688152e8 5619.927979669275 3.167935552216238e7
4650 364251.2961052843 76.19221933543632 33.94919158052577 0.07500570919477816 0.08904416431009324 232.80756432525868 0.3656811791968709 0.6606935313230645 -7.5247479708513624e-6 1.5690750930853483e8 5619.927979669305 3.1679280895003796e7
